,date,currency,priceCode,value,isEstimate,ISIN
0,28/8/2023,THB,Nav,19.4022,FALSE,61500003
1,25/8/2023,THB,Nav,19.397,FALSE,61500003
2,24/8/2023,THB,Nav,19.3954,FALSE,61500003
3,23/8/2023,THB,Nav,19.3936,FALSE,61500003
4,22/8/2023,THB,Nav,19.3959,FALSE,61500003
5,21/8/2023,THB,Nav,19.393,FALSE,61500003
6,18/8/2023,THB,Nav,19.3913,FALSE,61500003
7,17/8/2023,THB,Nav,19.3913,FALSE,61500003
8,16/8/2023,THB,Nav,19.3969,FALSE,61500003
9,15/8/2023,THB,Nav,19.4009,FALSE,61500003
10,14/8/2023,THB,Nav,19.3982,TRUE,61500003
11,11/8/2023,THB,Nav,19.3982,FALSE,61500003
12,10/8/2023,THB,Nav,19.3963,FALSE,61500003
13,9/8/2023,THB,Nav,19.3942,FALSE,61500003
14,8/8/2023,THB,Nav,19.3929,FALSE,61500003
15,7/8/2023,THB,Nav,19.3899,FALSE,61500003
16,4/8/2023,THB,Nav,19.3866,FALSE,61500003
17,3/8/2023,THB,Nav,19.3871,FALSE,61500003
18,2/8/2023,THB,Nav,19.3902,FALSE,61500003
19,1/8/2023,THB,Nav,19.3905,TRUE,61500003
20,31/7/2023,THB,Nav,19.3905,FALSE,61500003
21,28/7/2023,THB,Nav,19.3945,TRUE,61500003
22,27/7/2023,THB,Nav,19.3945,FALSE,61500003
23,26/7/2023,THB,Nav,19.3917,FALSE,61500003
24,25/7/2023,THB,Nav,19.3873,FALSE,61500003
25,24/7/2023,THB,Nav,19.3874,FALSE,61500003
26,21/7/2023,THB,Nav,19.3868,FALSE,61500003
27,20/7/2023,THB,Nav,19.3905,FALSE,61500003
28,19/7/2023,THB,Nav,19.393,FALSE,61500003
29,18/7/2023,THB,Nav,19.3925,FALSE,61500003
30,17/7/2023,THB,Nav,19.3913,FALSE,61500003
31,14/7/2023,THB,Nav,19.3891,FALSE,61500003
32,13/7/2023,THB,Nav,19.386,FALSE,61500003
33,12/7/2023,THB,Nav,19.386,FALSE,61500003
34,11/7/2023,THB,Nav,19.3851,FALSE,61500003
35,10/7/2023,THB,Nav,19.3846,FALSE,61500003
36,7/7/2023,THB,Nav,19.382,FALSE,61500003
37,6/7/2023,THB,Nav,19.3837,FALSE,61500003
38,5/7/2023,THB,Nav,19.384,FALSE,61500003
39,4/7/2023,THB,Nav,19.379,FALSE,61500003
40,3/7/2023,THB,Nav,19.375,FALSE,61500003
41,30/6/2023,THB,Nav,19.369,FALSE,61500003
42,29/6/2023,THB,Nav,19.3682,FALSE,61500003
43,28/6/2023,THB,Nav,19.3678,FALSE,61500003
44,27/6/2023,THB,Nav,19.3676,FALSE,61500003
45,26/6/2023,THB,Nav,19.3655,FALSE,61500003
46,23/6/2023,THB,Nav,19.3594,FALSE,61500003
47,22/6/2023,THB,Nav,19.3592,FALSE,61500003
48,21/6/2023,THB,Nav,19.3573,FALSE,61500003
49,20/6/2023,THB,Nav,19.3585,FALSE,61500003
50,19/6/2023,THB,Nav,19.3583,FALSE,61500003
51,16/6/2023,THB,Nav,19.3566,FALSE,61500003
52,15/6/2023,THB,Nav,19.3555,FALSE,61500003
53,14/6/2023,THB,Nav,19.3594,FALSE,61500003
54,13/6/2023,THB,Nav,19.3599,FALSE,61500003
55,12/6/2023,THB,Nav,19.3598,FALSE,61500003
56,9/6/2023,THB,Nav,19.3605,FALSE,61500003
57,8/6/2023,THB,Nav,19.3632,FALSE,61500003
58,7/6/2023,THB,Nav,19.3657,FALSE,61500003
59,6/6/2023,THB,Nav,19.3646,FALSE,61500003
60,5/6/2023,THB,Nav,19.3591,TRUE,61500003
61,2/6/2023,THB,Nav,19.3591,FALSE,61500003
62,1/6/2023,THB,Nav,19.3589,FALSE,61500003
63,31/5/2023,THB,Nav,19.3562,FALSE,61500003
64,30/5/2023,THB,Nav,19.3517,FALSE,61500003
65,29/5/2023,THB,Nav,19.3453,FALSE,61500003
66,26/5/2023,THB,Nav,19.3394,FALSE,61500003
67,25/5/2023,THB,Nav,19.3366,FALSE,61500003
68,24/5/2023,THB,Nav,19.3486,FALSE,61500003
69,23/5/2023,THB,Nav,19.3499,FALSE,61500003
70,22/5/2023,THB,Nav,19.3572,FALSE,61500003
71,19/5/2023,THB,Nav,19.3555,FALSE,61500003
72,18/5/2023,THB,Nav,19.3568,FALSE,61500003
73,17/5/2023,THB,Nav,19.3555,FALSE,61500003
74,16/5/2023,THB,Nav,19.3544,FALSE,61500003
75,15/5/2023,THB,Nav,19.3573,FALSE,61500003
76,12/5/2023,THB,Nav,19.3598,FALSE,61500003
77,11/5/2023,THB,Nav,19.3592,FALSE,61500003
78,10/5/2023,THB,Nav,19.3588,FALSE,61500003
79,9/5/2023,THB,Nav,19.3596,FALSE,61500003
80,8/5/2023,THB,Nav,19.3707,FALSE,61500003
81,5/5/2023,THB,Nav,19.3668,TRUE,61500003
82,4/5/2023,THB,Nav,19.3668,TRUE,61500003
83,3/5/2023,THB,Nav,19.3668,FALSE,61500003
84,2/5/2023,THB,Nav,19.3606,FALSE,61500003
85,1/5/2023,THB,Nav,19.3568,TRUE,61500003
86,28/4/2023,THB,Nav,19.3568,FALSE,61500003
87,27/4/2023,THB,Nav,19.359,FALSE,61500003
88,26/4/2023,THB,Nav,19.366,FALSE,61500003
89,25/4/2023,THB,Nav,19.3703,FALSE,61500003
90,24/4/2023,THB,Nav,19.3668,FALSE,61500003
91,21/4/2023,THB,Nav,19.3618,FALSE,61500003
92,20/4/2023,THB,Nav,19.357,FALSE,61500003
93,19/4/2023,THB,Nav,19.3546,FALSE,61500003
94,18/4/2023,THB,Nav,19.3552,FALSE,61500003
95,17/4/2023,THB,Nav,19.3552,FALSE,61500003
96,14/4/2023,THB,Nav,19.3528,TRUE,61500003
97,13/4/2023,THB,Nav,19.3528,TRUE,61500003
98,12/4/2023,THB,Nav,19.3528,FALSE,61500003
99,11/4/2023,THB,Nav,19.3524,FALSE,61500003
100,10/4/2023,THB,Nav,19.3513,FALSE,61500003
101,7/4/2023,THB,Nav,19.352,FALSE,61500003
102,6/4/2023,THB,Nav,19.3484,TRUE,61500003
103,5/4/2023,THB,Nav,19.3484,FALSE,61500003
104,4/4/2023,THB,Nav,19.3451,FALSE,61500003
105,3/4/2023,THB,Nav,19.3549,FALSE,61500003
106,31/3/2023,THB,Nav,19.3601,FALSE,61500003
107,30/3/2023,THB,Nav,19.365,FALSE,61500003
108,29/3/2023,THB,Nav,19.3715,FALSE,61500003
109,28/3/2023,THB,Nav,19.3784,FALSE,61500003
110,27/3/2023,THB,Nav,19.3851,FALSE,61500003
111,24/3/2023,THB,Nav,19.3795,FALSE,61500003
112,23/3/2023,THB,Nav,19.3739,FALSE,61500003
113,22/3/2023,THB,Nav,19.3622,FALSE,61500003
114,21/3/2023,THB,Nav,19.3583,FALSE,61500003
115,20/3/2023,THB,Nav,19.3557,FALSE,61500003
116,17/3/2023,THB,Nav,19.3421,FALSE,61500003
117,16/3/2023,THB,Nav,19.3423,FALSE,61500003
118,15/3/2023,THB,Nav,19.3409,FALSE,61500003
119,14/3/2023,THB,Nav,19.3367,FALSE,61500003
120,13/3/2023,THB,Nav,19.3328,FALSE,61500003
121,10/3/2023,THB,Nav,19.3195,FALSE,61500003
122,9/3/2023,THB,Nav,19.3159,FALSE,61500003
123,8/3/2023,THB,Nav,19.3122,FALSE,61500003
124,7/3/2023,THB,Nav,19.3122,FALSE,61500003
125,6/3/2023,THB,Nav,19.3017,TRUE,61500003
126,3/3/2023,THB,Nav,19.3017,FALSE,61500003
127,2/3/2023,THB,Nav,19.2991,FALSE,61500003
128,1/3/2023,THB,Nav,19.2967,FALSE,61500003
129,28/2/2023,THB,Nav,19.2945,FALSE,61500003
130,27/2/2023,THB,Nav,19.293,FALSE,61500003
131,24/2/2023,THB,Nav,19.2936,FALSE,61500003
132,23/2/2023,THB,Nav,19.2907,FALSE,61500003
133,22/2/2023,THB,Nav,19.2837,FALSE,61500003
134,21/2/2023,THB,Nav,19.2855,FALSE,61500003
135,20/2/2023,THB,Nav,19.2844,FALSE,61500003
136,17/2/2023,THB,Nav,19.2798,FALSE,61500003
137,16/2/2023,THB,Nav,19.2826,FALSE,61500003
138,15/2/2023,THB,Nav,19.2805,FALSE,61500003
139,14/2/2023,THB,Nav,19.29,FALSE,61500003
140,13/2/2023,THB,Nav,19.2898,FALSE,61500003
141,10/2/2023,THB,Nav,19.2945,FALSE,61500003
142,9/2/2023,THB,Nav,19.2975,FALSE,61500003
143,8/2/2023,THB,Nav,19.2964,FALSE,61500003
144,7/2/2023,THB,Nav,19.2949,FALSE,61500003
145,6/2/2023,THB,Nav,19.2976,FALSE,61500003
146,3/2/2023,THB,Nav,19.3028,FALSE,61500003
147,2/2/2023,THB,Nav,19.3015,FALSE,61500003
148,1/2/2023,THB,Nav,19.2972,FALSE,61500003
149,31/1/2023,THB,Nav,19.2928,FALSE,61500003
150,30/1/2023,THB,Nav,19.2981,FALSE,61500003
151,27/1/2023,THB,Nav,19.3006,FALSE,61500003
152,26/1/2023,THB,Nav,19.3079,FALSE,61500003
153,25/1/2023,THB,Nav,19.3199,FALSE,61500003
154,24/1/2023,THB,Nav,19.3263,FALSE,61500003
155,23/1/2023,THB,Nav,19.3274,FALSE,61500003
156,20/1/2023,THB,Nav,19.3269,FALSE,61500003
157,19/1/2023,THB,Nav,19.3304,FALSE,61500003
158,18/1/2023,THB,Nav,19.3269,FALSE,61500003
159,17/1/2023,THB,Nav,19.327,FALSE,61500003
160,16/1/2023,THB,Nav,19.3324,FALSE,61500003
161,13/1/2023,THB,Nav,19.3284,FALSE,61500003
162,12/1/2023,THB,Nav,19.3251,FALSE,61500003
163,11/1/2023,THB,Nav,19.3253,FALSE,61500003
164,10/1/2023,THB,Nav,19.3237,FALSE,61500003
165,9/1/2023,THB,Nav,19.3236,FALSE,61500003
166,6/1/2023,THB,Nav,19.3137,FALSE,61500003
167,5/1/2023,THB,Nav,19.3103,FALSE,61500003
168,4/1/2023,THB,Nav,19.3089,FALSE,61500003
169,3/1/2023,THB,Nav,19.3005,FALSE,61500003
170,2/1/2023,THB,Nav,19.2961,TRUE,61500003
171,30/12/2022,THB,Nav,19.2961,FALSE,61500003
172,29/12/2022,THB,Nav,19.2938,FALSE,61500003
173,28/12/2022,THB,Nav,19.2868,FALSE,61500003
174,27/12/2022,THB,Nav,19.2904,FALSE,61500003
175,26/12/2022,THB,Nav,19.2875,FALSE,61500003
176,23/12/2022,THB,Nav,19.2822,FALSE,61500003
177,22/12/2022,THB,Nav,19.277,FALSE,61500003
178,21/12/2022,THB,Nav,19.2738,FALSE,61500003
179,20/12/2022,THB,Nav,19.2687,FALSE,61500003
180,19/12/2022,THB,Nav,19.2719,FALSE,61500003
181,16/12/2022,THB,Nav,19.2714,FALSE,61500003
182,15/12/2022,THB,Nav,19.27,FALSE,61500003
183,14/12/2022,THB,Nav,19.2666,FALSE,61500003
184,13/12/2022,THB,Nav,19.2431,FALSE,61500003
185,12/12/2022,THB,Nav,19.2411,TRUE,61500003
186,9/12/2022,THB,Nav,19.2411,FALSE,61500003
187,8/12/2022,THB,Nav,19.2364,FALSE,61500003
188,7/12/2022,THB,Nav,19.2311,FALSE,61500003
189,6/12/2022,THB,Nav,19.2207,FALSE,61500003
190,5/12/2022,THB,Nav,19.2198,TRUE,61500003
191,2/12/2022,THB,Nav,19.2198,FALSE,61500003
192,1/12/2022,THB,Nav,19.2037,FALSE,61500003
193,30/11/2022,THB,Nav,19.1964,FALSE,61500003
194,29/11/2022,THB,Nav,19.2045,FALSE,61500003
195,28/11/2022,THB,Nav,19.2035,FALSE,61500003
196,25/11/2022,THB,Nav,19.1947,FALSE,61500003
197,24/11/2022,THB,Nav,19.187,FALSE,61500003
198,23/11/2022,THB,Nav,19.1795,FALSE,61500003
199,22/11/2022,THB,Nav,19.1734,FALSE,61500003
200,21/11/2022,THB,Nav,19.1707,FALSE,61500003
201,18/11/2022,THB,Nav,19.175,FALSE,61500003
202,17/11/2022,THB,Nav,19.1794,FALSE,61500003
203,16/11/2022,THB,Nav,19.1791,FALSE,61500003
204,15/11/2022,THB,Nav,19.1849,FALSE,61500003
205,14/11/2022,THB,Nav,19.1729,FALSE,61500003
206,11/11/2022,THB,Nav,19.1673,FALSE,61500003
207,10/11/2022,THB,Nav,19.1456,FALSE,61500003
208,9/11/2022,THB,Nav,19.1363,FALSE,61500003
209,8/11/2022,THB,Nav,19.1253,FALSE,61500003
210,7/11/2022,THB,Nav,19.1261,FALSE,61500003
211,4/11/2022,THB,Nav,19.1065,FALSE,61500003
212,3/11/2022,THB,Nav,19.102,FALSE,61500003
213,2/11/2022,THB,Nav,19.0977,FALSE,61500003
214,1/11/2022,THB,Nav,19.0872,FALSE,61500003
215,31/10/2022,THB,Nav,19.079,FALSE,61500003
216,28/10/2022,THB,Nav,19.0759,FALSE,61500003
217,27/10/2022,THB,Nav,19.0651,FALSE,61500003
218,26/10/2022,THB,Nav,19.0597,FALSE,61500003
219,25/10/2022,THB,Nav,19.0482,FALSE,61500003
220,24/10/2022,THB,Nav,19.0344,TRUE,61500003
221,21/10/2022,THB,Nav,19.0344,FALSE,61500003
222,20/10/2022,THB,Nav,19.0357,FALSE,61500003
223,19/10/2022,THB,Nav,19.035,FALSE,61500003
224,18/10/2022,THB,Nav,19.0458,FALSE,61500003
225,17/10/2022,THB,Nav,19.0439,FALSE,61500003
226,14/10/2022,THB,Nav,19.0469,TRUE,61500003
227,13/10/2022,THB,Nav,19.0469,TRUE,61500003
228,12/10/2022,THB,Nav,19.0469,FALSE,61500003
229,11/10/2022,THB,Nav,19.0448,FALSE,61500003
230,10/10/2022,THB,Nav,19.0614,FALSE,61500003
231,7/10/2022,THB,Nav,19.0645,FALSE,61500003
232,6/10/2022,THB,Nav,19.0666,FALSE,61500003
233,5/10/2022,THB,Nav,19.072,FALSE,61500003
234,4/10/2022,THB,Nav,19.0712,FALSE,61500003
235,3/10/2022,THB,Nav,19.056,FALSE,61500003
236,30/9/2022,THB,Nav,19.0423,FALSE,61500003
237,29/9/2022,THB,Nav,19.0283,FALSE,61500003
238,28/9/2022,THB,Nav,19.018,FALSE,61500003
239,27/9/2022,THB,Nav,19.0347,FALSE,61500003
240,26/9/2022,THB,Nav,19.0575,FALSE,61500003
241,23/9/2022,THB,Nav,19.0775,FALSE,61500003
242,22/9/2022,THB,Nav,19.1023,FALSE,61500003
243,21/9/2022,THB,Nav,19.1153,FALSE,61500003
244,20/9/2022,THB,Nav,19.1153,FALSE,61500003
245,19/9/2022,THB,Nav,19.1177,FALSE,61500003
246,16/9/2022,THB,Nav,19.1117,FALSE,61500003
247,15/9/2022,THB,Nav,19.1244,FALSE,61500003
248,14/9/2022,THB,Nav,19.1287,FALSE,61500003
249,13/9/2022,THB,Nav,19.1367,FALSE,61500003
250,12/9/2022,THB,Nav,19.1335,FALSE,61500003
251,9/9/2022,THB,Nav,19.1276,FALSE,61500003
252,8/9/2022,THB,Nav,19.1271,FALSE,61500003
253,7/9/2022,THB,Nav,19.1202,FALSE,61500003
254,6/9/2022,THB,Nav,19.1378,FALSE,61500003
255,5/9/2022,THB,Nav,19.1413,FALSE,61500003
256,2/9/2022,THB,Nav,19.1401,FALSE,61500003
257,1/9/2022,THB,Nav,19.1415,FALSE,61500003
258,31/8/2022,THB,Nav,19.1568,FALSE,61500003
259,30/8/2022,THB,Nav,19.1594,FALSE,61500003
260,29/8/2022,THB,Nav,19.1519,FALSE,61500003
261,26/8/2022,THB,Nav,19.1603,FALSE,61500003
262,25/8/2022,THB,Nav,19.1562,FALSE,61500003
263,24/8/2022,THB,Nav,19.1504,FALSE,61500003
264,23/8/2022,THB,Nav,19.1431,FALSE,61500003
265,22/8/2022,THB,Nav,19.1435,FALSE,61500003
266,19/8/2022,THB,Nav,19.146,FALSE,61500003
267,18/8/2022,THB,Nav,19.163,FALSE,61500003
268,17/8/2022,THB,Nav,19.1727,FALSE,61500003
269,16/8/2022,THB,Nav,19.1642,FALSE,61500003
270,15/8/2022,THB,Nav,19.1551,FALSE,61500003
271,12/8/2022,THB,Nav,19.1493,TRUE,61500003
272,11/8/2022,THB,Nav,19.1493,FALSE,61500003
273,10/8/2022,THB,Nav,19.1368,FALSE,61500003
274,9/8/2022,THB,Nav,19.1166,FALSE,61500003
275,8/8/2022,THB,Nav,19.1153,FALSE,61500003
276,5/8/2022,THB,Nav,19.1195,FALSE,61500003
277,4/8/2022,THB,Nav,19.1023,FALSE,61500003
278,3/8/2022,THB,Nav,19.1038,FALSE,61500003
279,2/8/2022,THB,Nav,19.1075,FALSE,61500003
280,1/8/2022,THB,Nav,19.0924,FALSE,61500003
281,29/7/2022,THB,Nav,19.0708,TRUE,61500003
282,28/7/2022,THB,Nav,19.0708,TRUE,61500003
283,27/7/2022,THB,Nav,19.0708,FALSE,61500003
284,26/7/2022,THB,Nav,19.0602,FALSE,61500003
285,25/7/2022,THB,Nav,19.0506,FALSE,61500003
286,22/7/2022,THB,Nav,19.0422,FALSE,61500003
287,21/7/2022,THB,Nav,19.0389,FALSE,61500003
288,20/7/2022,THB,Nav,19.0304,FALSE,61500003
289,19/7/2022,THB,Nav,19.0525,FALSE,61500003
290,18/7/2022,THB,Nav,19.0635,FALSE,61500003
291,15/7/2022,THB,Nav,19.0629,FALSE,61500003
292,14/7/2022,THB,Nav,19.0665,FALSE,61500003
293,13/7/2022,THB,Nav,19.0763,TRUE,61500003
294,12/7/2022,THB,Nav,19.0763,FALSE,61500003
295,11/7/2022,THB,Nav,19.0649,FALSE,61500003
296,8/7/2022,THB,Nav,19.0622,FALSE,61500003
297,7/7/2022,THB,Nav,19.0501,FALSE,61500003
298,6/7/2022,THB,Nav,19.0449,FALSE,61500003
299,5/7/2022,THB,Nav,19.0264,FALSE,61500003
300,4/7/2022,THB,Nav,19.0302,FALSE,61500003
301,1/7/2022,THB,Nav,19.0213,FALSE,61500003
302,30/6/2022,THB,Nav,19.0097,FALSE,61500003
303,29/6/2022,THB,Nav,19.005,FALSE,61500003
304,28/6/2022,THB,Nav,19.0018,FALSE,61500003
305,27/6/2022,THB,Nav,19.0061,FALSE,61500003
306,24/6/2022,THB,Nav,19.0056,FALSE,61500003
307,23/6/2022,THB,Nav,19.0064,FALSE,61500003
308,22/6/2022,THB,Nav,19.0004,FALSE,61500003
309,21/6/2022,THB,Nav,18.9968,FALSE,61500003
310,20/6/2022,THB,Nav,18.9884,FALSE,61500003
311,17/6/2022,THB,Nav,18.9771,FALSE,61500003
312,16/6/2022,THB,Nav,18.9716,FALSE,61500003
313,15/6/2022,THB,Nav,18.9682,FALSE,61500003
314,14/6/2022,THB,Nav,18.9588,FALSE,61500003
315,13/6/2022,THB,Nav,18.9817,FALSE,61500003
316,10/6/2022,THB,Nav,19.0189,FALSE,61500003
317,9/6/2022,THB,Nav,19.02,FALSE,61500003
318,8/6/2022,THB,Nav,19.0171,FALSE,61500003
319,7/6/2022,THB,Nav,19.0122,FALSE,61500003
320,6/6/2022,THB,Nav,19.0183,FALSE,61500003
321,3/6/2022,THB,Nav,19.0267,TRUE,61500003
322,2/6/2022,THB,Nav,19.0267,FALSE,61500003
323,1/6/2022,THB,Nav,19.0317,FALSE,61500003
324,31/5/2022,THB,Nav,19.031,FALSE,61500003
325,30/5/2022,THB,Nav,19.0386,FALSE,61500003
326,27/5/2022,THB,Nav,19.0418,FALSE,61500003
327,26/5/2022,THB,Nav,19.0329,FALSE,61500003
328,25/5/2022,THB,Nav,19.0332,FALSE,61500003
329,24/5/2022,THB,Nav,19.0076,FALSE,61500003
330,23/5/2022,THB,Nav,19.0006,FALSE,61500003
331,20/5/2022,THB,Nav,18.9657,FALSE,61500003
332,19/5/2022,THB,Nav,18.9435,FALSE,61500003
333,18/5/2022,THB,Nav,18.9144,FALSE,61500003
334,17/5/2022,THB,Nav,18.8951,FALSE,61500003
335,16/5/2022,THB,Nav,18.9034,TRUE,61500003
336,13/5/2022,THB,Nav,18.9034,FALSE,61500003
337,12/5/2022,THB,Nav,18.9035,FALSE,61500003
338,11/5/2022,THB,Nav,18.9053,FALSE,61500003
339,10/5/2022,THB,Nav,18.9056,FALSE,61500003
340,9/5/2022,THB,Nav,18.9099,FALSE,61500003
341,6/5/2022,THB,Nav,18.9346,FALSE,61500003
342,5/5/2022,THB,Nav,18.9738,FALSE,61500003
343,4/5/2022,THB,Nav,18.9894,TRUE,61500003
344,3/5/2022,THB,Nav,18.9894,FALSE,61500003
345,2/5/2022,THB,Nav,19.0114,TRUE,61500003
346,29/4/2022,THB,Nav,19.0114,FALSE,61500003
347,28/4/2022,THB,Nav,19.0152,FALSE,61500003
348,27/4/2022,THB,Nav,19.0226,FALSE,61500003
349,26/4/2022,THB,Nav,19.0092,FALSE,61500003
350,25/4/2022,THB,Nav,19.0096,FALSE,61500003
351,22/4/2022,THB,Nav,19.0257,FALSE,61500003
352,21/4/2022,THB,Nav,19.0538,FALSE,61500003
353,20/4/2022,THB,Nav,19.0624,FALSE,61500003
354,19/4/2022,THB,Nav,19.087,FALSE,61500003
355,18/4/2022,THB,Nav,19.0912,FALSE,61500003
356,15/4/2022,THB,Nav,19.1016,TRUE,61500003
357,14/4/2022,THB,Nav,19.1016,TRUE,61500003
358,13/4/2022,THB,Nav,19.1016,TRUE,61500003
359,12/4/2022,THB,Nav,19.1016,FALSE,61500003
360,11/4/2022,THB,Nav,19.1165,FALSE,61500003
361,8/4/2022,THB,Nav,19.1324,FALSE,61500003
362,7/4/2022,THB,Nav,19.1356,FALSE,61500003
363,6/4/2022,THB,Nav,19.1407,TRUE,61500003
364,5/4/2022,THB,Nav,19.1407,FALSE,61500003
365,4/4/2022,THB,Nav,19.1392,FALSE,61500003
366,1/4/2022,THB,Nav,19.1398,FALSE,61500003
367,31/3/2022,THB,Nav,19.1478,FALSE,61500003
368,30/3/2022,THB,Nav,19.1351,FALSE,61500003
369,29/3/2022,THB,Nav,19.1204,FALSE,61500003
370,28/3/2022,THB,Nav,19.1165,FALSE,61500003
371,25/3/2022,THB,Nav,19.1376,FALSE,61500003
372,24/3/2022,THB,Nav,19.1684,FALSE,61500003
373,23/3/2022,THB,Nav,19.1743,FALSE,61500003
374,22/3/2022,THB,Nav,19.1871,FALSE,61500003
375,21/3/2022,THB,Nav,19.1972,FALSE,61500003
376,18/3/2022,THB,Nav,19.1959,FALSE,61500003
377,17/3/2022,THB,Nav,19.1992,FALSE,61500003
378,16/3/2022,THB,Nav,19.1959,FALSE,61500003
379,15/3/2022,THB,Nav,19.1951,FALSE,61500003
380,14/3/2022,THB,Nav,19.193,FALSE,61500003
381,11/3/2022,THB,Nav,19.1961,FALSE,61500003
382,10/3/2022,THB,Nav,19.1938,FALSE,61500003
383,9/3/2022,THB,Nav,19.1927,FALSE,61500003
384,8/3/2022,THB,Nav,19.197,FALSE,61500003
385,7/3/2022,THB,Nav,19.2059,FALSE,61500003
386,4/3/2022,THB,Nav,19.2079,FALSE,61500003
387,3/3/2022,THB,Nav,19.2049,FALSE,61500003
388,2/3/2022,THB,Nav,19.209,FALSE,61500003
389,1/3/2022,THB,Nav,19.1945,FALSE,61500003
390,28/2/2022,THB,Nav,19.1896,FALSE,61500003
391,25/2/2022,THB,Nav,19.1885,FALSE,61500003
392,24/2/2022,THB,Nav,19.1882,FALSE,61500003
393,23/2/2022,THB,Nav,19.182,FALSE,61500003
394,22/2/2022,THB,Nav,19.1885,FALSE,61500003
395,21/2/2022,THB,Nav,19.1857,FALSE,61500003
396,18/2/2022,THB,Nav,19.183,FALSE,61500003
397,17/2/2022,THB,Nav,19.1798,FALSE,61500003
398,16/2/2022,THB,Nav,19.1723,TRUE,61500003
399,15/2/2022,THB,Nav,19.1723,FALSE,61500003
400,14/2/2022,THB,Nav,19.174,FALSE,61500003
401,11/2/2022,THB,Nav,19.1723,FALSE,61500003
402,10/2/2022,THB,Nav,19.1769,FALSE,61500003
403,9/2/2022,THB,Nav,19.1739,FALSE,61500003
404,8/2/2022,THB,Nav,19.1714,FALSE,61500003
405,7/2/2022,THB,Nav,19.1749,FALSE,61500003
406,4/2/2022,THB,Nav,19.1757,FALSE,61500003
407,3/2/2022,THB,Nav,19.1799,FALSE,61500003
408,2/2/2022,THB,Nav,19.1753,FALSE,61500003
409,1/2/2022,THB,Nav,19.1723,FALSE,61500003
410,31/1/2022,THB,Nav,19.1685,FALSE,61500003
411,28/1/2022,THB,Nav,19.1616,FALSE,61500003
412,27/1/2022,THB,Nav,19.1586,FALSE,61500003
413,26/1/2022,THB,Nav,19.1612,FALSE,61500003
414,25/1/2022,THB,Nav,19.1627,FALSE,61500003
415,24/1/2022,THB,Nav,19.1576,FALSE,61500003
416,21/1/2022,THB,Nav,19.152,FALSE,61500003
417,20/1/2022,THB,Nav,19.1449,FALSE,61500003
418,19/1/2022,THB,Nav,19.1367,FALSE,61500003
419,18/1/2022,THB,Nav,19.1392,FALSE,61500003
420,17/1/2022,THB,Nav,19.1508,FALSE,61500003
421,14/1/2022,THB,Nav,19.1566,FALSE,61500003
422,13/1/2022,THB,Nav,19.1567,FALSE,61500003
423,12/1/2022,THB,Nav,19.1566,FALSE,61500003
424,11/1/2022,THB,Nav,19.1536,FALSE,61500003
425,10/1/2022,THB,Nav,19.1491,FALSE,61500003
426,7/1/2022,THB,Nav,19.1503,FALSE,61500003
427,6/1/2022,THB,Nav,19.1491,FALSE,61500003
428,5/1/2022,THB,Nav,19.1588,FALSE,61500003
429,4/1/2022,THB,Nav,19.1552,FALSE,61500003
430,3/1/2022,THB,Nav,19.1671,TRUE,61500003
431,31/12/2021,THB,Nav,19.1671,TRUE,61500003
432,30/12/2021,THB,Nav,19.1671,FALSE,61500003
433,29/12/2021,THB,Nav,19.1674,FALSE,61500003
434,28/12/2021,THB,Nav,19.1656,FALSE,61500003
435,27/12/2021,THB,Nav,19.1611,FALSE,61500003
436,24/12/2021,THB,Nav,19.1581,FALSE,61500003
437,23/12/2021,THB,Nav,19.1573,FALSE,61500003
438,22/12/2021,THB,Nav,19.1592,FALSE,61500003
439,21/12/2021,THB,Nav,19.165,FALSE,61500003
440,20/12/2021,THB,Nav,19.1645,FALSE,61500003
441,17/12/2021,THB,Nav,19.1561,FALSE,61500003
442,16/12/2021,THB,Nav,19.1498,FALSE,61500003
443,15/12/2021,THB,Nav,19.1457,FALSE,61500003
444,14/12/2021,THB,Nav,19.1427,FALSE,61500003
445,13/12/2021,THB,Nav,19.1396,FALSE,61500003
446,10/12/2021,THB,Nav,19.1389,TRUE,61500003
447,9/12/2021,THB,Nav,19.1389,FALSE,61500003
448,8/12/2021,THB,Nav,19.138,FALSE,61500003
449,7/12/2021,THB,Nav,19.1392,FALSE,61500003
450,6/12/2021,THB,Nav,19.1425,TRUE,61500003
451,3/12/2021,THB,Nav,19.1425,FALSE,61500003
452,2/12/2021,THB,Nav,19.1414,FALSE,61500003
453,1/12/2021,THB,Nav,19.1423,FALSE,61500003
454,30/11/2021,THB,Nav,19.1488,FALSE,61500003
455,29/11/2021,THB,Nav,19.1389,FALSE,61500003
456,26/11/2021,THB,Nav,19.133,FALSE,61500003
457,25/11/2021,THB,Nav,19.1277,FALSE,61500003
458,24/11/2021,THB,Nav,19.1276,FALSE,61500003
459,23/11/2021,THB,Nav,19.1303,FALSE,61500003
460,22/11/2021,THB,Nav,19.1301,FALSE,61500003
461,19/11/2021,THB,Nav,19.1279,FALSE,61500003
462,18/11/2021,THB,Nav,19.1248,FALSE,61500003
463,17/11/2021,THB,Nav,19.1215,FALSE,61500003
464,16/11/2021,THB,Nav,19.1238,FALSE,61500003
465,15/11/2021,THB,Nav,19.1249,FALSE,61500003
466,12/11/2021,THB,Nav,19.1218,FALSE,61500003
